Category,Subcategory,Name,Location,Website,Map Coordinates,Mobile Numbers
Transport & Motoring,Vehicle Services,Jay Laxmi Khadya Udyog,"GHANTAGHAR, BIRGUNJ-10, NEPAL",www.omniagro.com.np,"27.0148358,84.878692",9855020121
Transport & Motoring,Vehicle Services,Omni Grain House,"Ghantaghar-10, Birgunj, Nepal",www.omniagro.biz,"27.0148358,84.878692",9855020121
Transport & Motoring,Logistics,S&S Logistic Pvt. LTD.,"Uttar Dhoka, Kholagal Marga, Kathmandu, Nepal, Kathmandu",www.snslogistic.com.np/,"27.7178753293448,85.3232111045341",9851067192
Transport & Motoring,Logistics,NepXpress,"Buddhanagar Kathmandu, Nepal, Kathmandu",www.nepxpress.com,"27.6874183146625,85.3269377520065",9847883300
Transport & Motoring,Logistics,Namaste De Cargo Pvt. Ltd.,"Thamel Kathmandu Nepal, Kathmandu",www.namastedecargo.com,"27.71485801,85.30864937",9851148116
Transport & Motoring,Logistics,Aero-Ship Logistics Nepal Pvt. Ltd.,"PO Box 2191, Kathmandu, Nepal",www.aero-shiplogistics.com,"27.7138144136649,85.3032213449478",9851056414
Transport & Motoring,Logistics,IDEAL COURIER SERVICE,"OLD BANESHWOR, BATTISPUTALI ROAD , NEAR DWRIKA HOTEL, Kathmandu, Nepal",www.idealexpcourier.com,"27.6995691129906,85.3551864624023",9841653566
Transport & Motoring,Logistics,Namaste Cargo Nepal (P) LTD,"Thamel Kathmandu Nepal, Thamel KTM, Kathmandu",www.namastecargonepal.com,"27.7153550641209,85.3084728579734",9801006432
Transport & Motoring,Logistics,Trans Air International Logistics Pvt.Ltd.,"Thapagaun - 10 , New Baneshwor, Kathmandu, Nepal",www.tail.com.np,"27.6912245,85.3338666",9851015214
Transport & Motoring,Logistics,Upaya: City Cargo,"Bluestar Complex, Thapathali, Kathmandu, Nepal",citycargo.upaya.com.np,"27.6917743595549,85.3169220685959",9881098830
Transport & Motoring,Car Parts and Accessories,Adventure White Mountain Pvt.Ltd,"Thamel , Kathmandu, Nepal",www.adventurewhitemountain.com/everest-base-camp-helicopter-tour,"27.7164303,85.3115943",9851154520
Transport & Motoring,Air Travel,Seven Star International Travel & Tours,"Bagbazar-28, Kathmandu Nepal, Kathmandu",http://7startravel.com.np/,"27.704769529779,85.3189069032669",9851101955
Transport & Motoring,Air Travel,Himalayan Trekking Path P.Ltd.,"Paknajol marg-16, Hotel Dream City buliding, Kathmandu, Nepal",www.himalayantrekkingpath.com,"27.7131991870487,85.30846806073",9849683092
Transport & Motoring,Air Travel,JRN Treks and Expeditions Pvt Ltd,"JP Marg Thamel , Kathmandu, Nepal",www.jrntreks.com/,"22.26,28.29",9813914320
Transport & Motoring,Air Travel,Reasonable Treks And Tour,"Thamel Marg, Kathmandu, Nepal",www.reasonabletreks.com,"27.713349,27.713349",9851103338
Transport & Motoring,Air Travel,World Race Travels & Tours,"Koteshwor, Kathmandu, Nepal",worldracetravels.com/,"27.6754925911097,85.3437294065952",9851012105
Transport & Motoring,Air Travel,Visit Himalaya Treks Pvt.Ltd.,"Thamel marg, Kathmandu, Kathmandu, Nepal",www.visithimalayastrek.com/,"27.7172841113306,85.3117896616459",9851171527
Transport & Motoring,Air Travel,Holidays to Nepal Pvt. Ltd.,"Lainchaur-29, Kathmandu, Nepal",www.holidaystonepal.com,"27.7180621027136,85.3167078068237",9851166779
Transport & Motoring,Air Travel,View Nepal Treks and Expedition,"Thamel, Narsingh Chowk, Kathmandu, Kathmandu, Nepal",www.viewnepaltreks.com,"27.7130901856851,85.3109407424927",9851029611
Transport & Motoring,Air Travel,Global Adventure Trekking,"44600 Chakshibari Marg, Kathmandu, Nepal",www.globaladventuretrekking.com,"27.7151227608729,85.3101682662964",9841485631
Transport & Motoring,Air Travel,Great Nepal Treks & Expeditions P. Ltd.,"Shantinagar, Kathmandu, Kathmandu, Nepal",www.greatnepaltreks.com,"27.689340658178,85.345434922946",9851136111
Transport & Motoring,Air Travel,Adventure White Mountain Pvt.Ltd,"Thamel , Kathmandu, Nepal",www.adventurewhitemountain.com/everest-base-camp-helicopter-tour,"27.7164303,85.3115943",9851154520
Transport & Motoring,Air Travel,Duke Nepal Adventure Pvt. Ltd.,"Lazimpat, Kathmandu , Kathmandu, Nepal",www.dukenepaltour.com,"27.7261777867958,85.3231689333916",9851197286
Transport & Motoring,Air Travel,Holidays Destination Travel and Trekking Pvt.Ltd.,"Thamel, Kathmandu, Kathmandu, Nepal",www.holidaydt.com,"27.8129644287343,85.3857421875",9863197699
Transport & Motoring,Air Travel,Hotel Dream City,"Paknajol marg-16. thamel, Kathmandu , Kathmandu, Nepal",www.hoteldreamcity.com/,"27.7131421984703,85.3085109760742",9849683092
Transport & Motoring,Air Travel,Kantipur Holidays Pvt. Ltd,"GR Complex, Lazimpat, Kathmandu, Nepal",www.kantipurholidays.com,"27.7209187164302,85.3200347721577",9802000650
Transport & Motoring,Air Travel,Nepal Trekking Tourism & Adventure,"kapan, Milanchowk, Kathmandu, Nepal",www.nepaltrekkingtourism.com,"27.7154706621798,85.3988715399689",9851060947
Transport & Motoring,Air Travel,Vintage Travels & Tours Pvt. Ltd,"Pokhara-6, Lakeside, Pokhara, Nepal",www.vintagenepal.com,"28.213810689876,83.958055973053",9856022120
Transport & Motoring,Air Travel,Attentive Holiday Travels and Tours pvt ltd,"A1 business complex Thamel Marg Thamel, Kathmandu, Nepal",www.attentiveholiday.com,"27.7164570877117,85.3118028045731",9851070284
Transport & Motoring,Air Travel,Four direction travels and tours pvt ltd.,"bharatpur hakimchowk, Bharatpur, Nepal",www.facebook.com/4directiontravels/,"27.6714080161824,84.4353144564333",9855083036
Transport & Motoring,Bicycles,AMBA AGENCIES,"Tripureshwor, Kathmandu, Nepal",www.facebook.com/amba.agencies1,"27.6900643535522,85.2955555915833",9801128825
Transport & Motoring,Bicycles,GORKHALI MOTORCYCLE WORKSHOP AND RECONDITION HOUSE,"Newroad, Kaski, Pokhara, Nepal",www.gorkhalimotors.com.np,"28.2122124,83.9852636",9856028701
Transport & Motoring,Transport,Driver Service for Care,"Sukedhara , Kathmandu, Nepal , Kathmandu",www.driverserviceforcare.com.np,"27.7263216711839,85.3458087515195",9801644442
Transport & Motoring,Transport,TRANS HIMALAYAN EXPRESS PVT.LTD.,"Putalisadak, Kathmandu, Nepal",[email protected],"27.7115694301942,85.3213367456161",9851020613
Transport & Motoring,Transport,Kathmandu Car Services,"Rani Devi Marg, Lazimpat Road",www.kathmanducarservices.nepaltour.info/,"27.7262560130722,85.3219469190674",9851036473
Transport & Motoring,Transport,Ace Transport,"Nayabazar, Kathmandu, Nepal",acetransports.com/,"27.7191814,85.3096178000001",9851098143
Transport & Motoring,Driving Schools,Safe driving traning center,"Gothatar-1, Kathmandu, Nepal",http://www.safedrivingcenter.com.np,"27.7104876743067,85.3709726035595",9808027608
Transport & Motoring,Driving Schools,Triveni driving centre,"Chitwan,Bharatpur10,birendracampuschock,side of cg landmark,Nepal, Bharatpur",http://www.trivenidrivingcentre.business.site/,"27.6869878843569,84.428848102466",9855065477
Transport & Motoring,Driving Schools,Miracle driving school,"Pipalbot Chabahil Kathmandu, Kathmandu, Nepal",http://www.miracledriving.com,"27.6958402662647,85.3596496582031",9843181279
Transport & Motoring,Driving Schools,NEW CHITWAN DRIVING INSTITUTE,"Chitwan, Bharatpur, Nepal",https://ncdtr.simdif.com,"27.6876869257044,84.4282338023186",9845048863
Transport & Motoring,Driving Schools,Budhathoki Driving Training School,"Radhe Radhe Marga, Radhe Radhe, Bhaktapur, Kathmandu, Nepal",budhathokidriving.com.np/,"27.675922112280723,85.39998095598999",9851044131
Transport & Motoring,Driving Schools,Suzuki Driving School,"Ekantakuna Lalitpur, Kathmandu, Nepal",www.sds.org.np,"27.6654182934175,85.3096103668213",9801130375
Transport & Motoring,Motorbikes,Helmets Nepal,"Anamnaga, kathmandu, Kathmandu, Nepal",helmetsnepal.com/,"27.6943250687331,85.3200280666351",9802061944
Transport & Motoring,Motorbikes,Holidays Destination Travel and Trekking Pvt.Ltd.,"Thamel, Kathmandu, Kathmandu, Nepal",www.holidaydt.com,"27.8129644287343,85.3857421875",9863197699
Transport & Motoring,Motorbikes,CityMotorbike,"thamel, Kathmandu, Nepal",www.citymotorbike.com,"27.7117034537738,85.3094065189362",9843360610
Transport & Motoring,Motorbikes,AMBA AGENCIES,"Tripureshwor, Kathmandu, Nepal",www.facebook.com/amba.agencies1,"27.6900643535522,85.2955555915833",9801128825
Transport & Motoring,Motorbikes,GORKHALI MOTORCYCLE WORKSHOP AND RECONDITION HOUSE,"Newroad, Kaski, Pokhara, Nepal",www.gorkhalimotors.com.np,"28.2122124,83.9852636",9856028701
Transport & Motoring,Transport Agents,S&S Logistic Pvt. LTD.,"Uttar Dhoka, Kholagal Marga, Kathmandu, Nepal, Kathmandu",www.snslogistic.com.np/,"27.7178753293448,85.3232111045341",9851067192
Transport & Motoring,Transport Agents,CHITWAN GOODS CARRIER,"nepalganj, manikapur -20,banke, Nepalgunj",www.facebook.com/chitwangoodscarrier/,"28.0955781041496,81.6523969173431",9808031705
Transport & Motoring,Transport Agents,TRANS HIMALAYAN EXPRESS PVT.LTD.,"Putalisadak, Kathmandu, Nepal",[email protected],"27.7115694301942,85.3213367456161",9851020613
Transport & Motoring,Transport Agents,Kathmandu Car Services,"Rani Devi Marg, Lazimpat Road",www.kathmanducarservices.nepaltour.info/,"27.7262560130722,85.3219469190674",9851036473
Transport & Motoring,Transport Agents,Upaya: City Cargo,"Bluestar Complex, Thapathali, Kathmandu, Nepal",citycargo.upaya.com.np,"27.6917743595549,85.3169220685959",9881098830
Transport & Motoring,Car Rental,Holidays to Nepal Pvt. Ltd.,"Lainchaur-29, Kathmandu, Nepal",www.holidaystonepal.com,"27.7180621027136,85.3167078068237",9851166779
Transport & Motoring,Car Rental,Nepal Auto Rental,"lazimpat, Kathmandu, Nepal",www.nepalautorental.com,"27.7233666493653,85.3217124938965",9851061108
Transport & Motoring,Car Rental,Adventure White Mountain Pvt.Ltd,"Thamel , Kathmandu, Nepal",www.adventurewhitemountain.com/everest-base-camp-helicopter-tour,"27.7164303,85.3115943",9851154520
Transport & Motoring,Car Rental,Kathmandu Car Rental,"Rani Devi Marg, Kathmandu, Nepal, Kathmandu",kathmanducarrental.nepaltour.info/,"27.7259772420903,85.3216803073883",9851036473
Transport & Motoring,Car Rental,CityMotorbike,"thamel, Kathmandu, Nepal",www.citymotorbike.com,"27.7117034537738,85.3094065189362",9843360610
Transport & Motoring,Car Rental,Nepal Auto Rental,"Lazimpat, Kathmandu, Nepal",www.nepalautorental.com,"27.7125686885534,85.316905328125",9841038164
Transport & Motoring,Car Rental,Nepal Auto Rental,"Lazimpat, Kathmandu, Nepal",www.nepalautorental.com,"27.7216880059646,85.3199422352918",9851061108
Transport & Motoring,Car Rental,PS Vehicle Service,"Saraswotistha Marg, Gairidhara, Kathmandu, Nepal",www.psservice.com.np,"27.7176541215752,85.3257550956314",9851079693
Transport & Motoring,Car Rental,Aaphanta Travels and Tours,"Centerpoint, lakeside, Pokhara, Nepal",www.aaphantatravels.com,"28.2133711616283,83.9570928362182",9816647729
Transport & Motoring,Car Rental,Ace Transport,"Nayabazar, Kathmandu, Nepal",acetransports.com/,"27.7191814,85.3096178000001",9851098143
Transport & Motoring,Air Transport,Namaste Nepal Travels & Tours P. Ltd,"Thamel-29, Kathmandu, Nepal",www.namastenepaltravels.com,"27.712891,85.312126",9851192251
Transport & Motoring,Air Transport,Adventure White Mountain Pvt.Ltd,"Thamel , Kathmandu, Nepal",www.adventurewhitemountain.com/everest-base-camp-helicopter-tour,"27.7164303,85.3115943",9851154520
Transport & Motoring,Air Transport,Aero-Ship Logistics Nepal Pvt. Ltd.,"PO Box 2191, Kathmandu, Nepal",www.aero-shiplogistics.com,"27.7138144136649,85.3032213449478",9851056414
Transport & Motoring,Air Transport,Trans Air International Logistics Pvt.Ltd.,"Thapagaun - 10 , New Baneshwor, Kathmandu, Nepal",www.tail.com.np,"27.6912245,85.3338666",9851015214
Transport & Motoring,Air Transport,Enigma Travels and Tours Inc. Reiansu Intl.pvt.ltd,"Jadibuti Kathmandu, Kathmandu, Nepal",www.metrosewa.com,"27.6860362335639,85.3577506542206",9860744727
Transport & Motoring,Airports,Adventure White Mountain Pvt.Ltd,"Thamel , Kathmandu, Nepal",www.adventurewhitemountain.com/everest-base-camp-helicopter-tour,"27.7164303,85.3115943",9851154520
Transport & Motoring,Taxis,Enigma Travels and Tours Inc. Reiansu Intl.pvt.ltd,"Jadibuti Kathmandu, Kathmandu, Nepal",www.metrosewa.com,"27.6860362335639,85.3577506542206",9860744727
Transport & Motoring,Shipping & Port Agent,S&S Logistic Pvt. LTD.,"Uttar Dhoka, Kholagal Marga, Kathmandu, Nepal, Kathmandu",www.snslogistic.com.np/,"27.7178753293448,85.3232111045341",9851067192
Transport & Motoring,Shipping & Port Agent,Namaste De Cargo Pvt. Ltd.,"Thamel Kathmandu Nepal, Kathmandu",www.namastedecargo.com,"27.71485801,85.30864937",9851148116
Transport & Motoring,Courier Services,Buddha courier service,"Aawa Road Oppsite Ganesh Misthan Bhandar Bhairahawa Ward Number 12, Siddharthanagar, Nepal",http://www.buddhacourier.com.np,"27.508662491035,83.4528951578939",9847022523
Transport & Motoring,Courier Services,Sasto Courier DHL Butwal,"Traffic Chowk, Butwal, Near SBI Bank, Butwal, Nepal",www.sastocourier.com,"27.701037757278936,83.46641497402858",9857028042
Transport & Motoring,Courier Services,Aero-Ship Logistics Nepal Pvt. Ltd.,"PO Box 2191, Kathmandu, Nepal",www.aero-shiplogistics.com,"27.7138144136649,85.3032213449478",9851056414
Transport & Motoring,Courier Services,Worldwide Express Courier Service,"Hetauda-4, Parijatpath , Opposite side narayani yatayat sangh , laxmi sunrise bank building, Hetauda, Nepal",www.swenepal.com,"27.425976381553987,85.03449994335939",9863998495
Transport & Motoring,Cargo Services,S&S Logistic Pvt. LTD.,"Uttar Dhoka, Kholagal Marga, Kathmandu, Nepal, Kathmandu",www.snslogistic.com.np/,"27.7178753293448,85.3232111045341",9851067192
Transport & Motoring,Cargo Services,Upaya: City Cargo,"Bluestar Complex, Thapathali, Kathmandu, Nepal",citycargo.upaya.com.np,"27.6917743595549,85.3169220685959",9881098830
Transport & Motoring,Auto Insurance,IME GENERAL INSURANCE LIMITED (IGI),"Narayanchour, Naxal, Kathmandu, Nepal , Kathmandu",www.iginepal.com,"27.714829,85.324903",9843214881
Transport & Motoring,Package Shipping,Upaya: City Cargo,"Bluestar Complex, Thapathali, Kathmandu, Nepal",citycargo.upaya.com.np,"27.6917743595549,85.3169220685959",9881098830
Transport & Motoring,Package Shipping,S & S Logistic P. Ltd.,"Uttar Dhoka, Kathmandu, Kathmandu, Nepal",www.snslogistic.com.np,"27.7187595854481,85.3231305462616",9851067192
Transport & Motoring,Car Wash,Club Motors,"Nayabazar-9, Pokhara, Nepal",www.club-motors.business.site,"28.2181457003739,83.9899545985991",9856025381
Transport & Motoring,Auto Repair,Club Motors,"Nayabazar-9, Pokhara, Nepal",www.club-motors.business.site,"28.2181457003739,83.9899545985991",9856025381
Transport & Motoring,Auto Services,Club Motors,"Nayabazar-9, Pokhara, Nepal",www.club-motors.business.site,"28.2181457003739,83.9899545985991",9856025381
Transport & Motoring,Mechanics,Club Motors,"Nayabazar-9, Pokhara, Nepal",www.club-motors.business.site,"28.2181457003739,83.9899545985991",9856025381
Public & Social Services,Associations,Airlines Operators Association of Nepal,"Lakeside, Pokhara, Pokhara, Nepal",www.cntravels.com.np,"28.2131790334183,83.9573093131185",9856021576
Public & Social Services,Associations,Volunteers Initiative Nepal (VIN),"Balaju, P.O. Box: 19877 , Ktm, Kathmandu, Nepal",www.volunteeringnepal.org,"27.722779,85.3031715",9851070477
Public & Social Services,Associations,Society for Animal Welfare and Management(SAWM),"New Baneswor, P.O. Box: 8973 NPC 284, Kathmandu, Nepal",www.sawmnepal.org.np,"28.39238196187,84.1085386276245",9849425552
Public & Social Services,Schools,Damodar Academy,"VDC-Parikauli-04, Mahoorati, NEPAL, Jaleshwar",www.damodaracademy.in,"26.6639510242971,85.8209037780762",9819635498
Public & Social Services,Schools,School of Information Technologies,"Raja Janak Marg, Tinkune , Kathmandu, Nepal",www.schoolofit.edu.np,"27.686972,85.347756",9861666678
Public & Social Services,Schools,International Airhostess Academy,"Putalisadak , Kathmandu, Nepal",www.globalwings.com.np,"27.7046176857923,85.3225386583577",9851163919
Public & Social Services,Schools,Happy Boarding School,"10.2 Shiva Marga, Masbar, Pokhara, Nepal",www.happyboarding.edu.np,"28.2114849466245,83.9722985029221",9856037776
Public & Social Services,Schools,Future Nepal Friendship Organization,"Thamel, Kathmandu, Nepal",www.volunteerhelpcenter.org,"27.7127102608875,85.308837890625",9849056230
Public & Social Services,Schools,Future Nepal Travel and Volunteer,"Raniban, Kathmandu, Nepal",www.futurenepal.org,"27.6772787113809,85.3105314375",9849056230
Public & Social Services,Schools,Moonlight English Boarding School,"05 Birgunj, Resham Kothi Birganj 44300, Birgunj, Nepal",www.moonlightschool.edu.np,"27.006778,84.879248",9801010195
Public & Social Services,Schools,Haru International Academy,"G.P.O. 10697, Naya Bazaar Marg, Sorakhutte-16, Kathmandu, Nepal",haruacdemy.edu.np,"27.7193481481493,85.3092348575592",9801041954
Public & Social Services,Schools,Kids Care International Preschool,"Jhamshikhel Latitpur, Kathmandu, Nepal",www.kidscarenepal.com,"28.4021218231239,84.139609336853",9851017839
Public & Social Services,Schools,Tiny Seeds STEM Education,"Nayabazar, Kathmandu, Nepal",www.tinyseedsnepal.com,"27.7236515652438,85.2271270751953",9851242459
Public & Social Services,Schools,GLOBAL ACADEMY (OPEN SCHOOL),"Lagankhel, Lalitpur, Kathmandu, Nepal",www.golbalopenedu.wbs.com,"27.6702182427104,85.3236164308689",9851175318
Public & Social Services,Colleges,Target International Education Pvt. Ltd.,"Chipledhunga, Pokhara, Nepal, Pokhara",http://www.tienepal.com,"28.2025654,83.985008",9856032278
Public & Social Services,Colleges,College of Business Management,"Dillibazar, P.O. Box: 3261, Ktm, Kathmandu, Nepal",cbm.edu.np/,"27.7058333933138,85.326669216156",9843969953
Public & Social Services,Colleges,Seed financial academy,"Dillibazar, kathmandu, Kathmandu, Nepal",seedfinancial.edu.np/,"27.7172,85.324",9801904777
Public & Social Services,Colleges,Index Advance Educational Consultancy,"New Baneshwor, Buddha Bhawan 2nd floor, Opposite of Rastirya Banijya Bank Ltd., Kathmandu, Nepal",www.indexaeco.com.np,"27.6906852408287,85.3358316421509",9851120703
